t_monotonic,ax,ay,az,gx,gy,gz
233224.925179,0.027,0.867,0.411,-12.67,-56.4,134.46
233224.938606,0.117,0.811,0.432,-11.69,-71.47,126.22
233224.945217,0.216,0.755,0.446,-5.01,-86.15,114.08
233224.955381,0.322,0.71,0.435,2.99,-98.97,100.28
233224.967101,0.383,0.704,0.388,12.6,-107.09,86.98
233224.979441,0.408,0.704,0.33,20.51,-110.72,76.08
233224.984816,0.438,0.668,0.274,23.13,-111.48,65.98
233224.994827,0.46,0.617,0.235,16.39,-111.12,53.56
233225.005397,0.49,0.575,0.269,2.14,-110.81,39.25
233225.018915,0.508,0.596,0.352,-10.35,-112.49,24.11
233225.025368,0.513,0.678,0.457,-16.51,-118.81,13.64
233225.035200,0.53,0.729,0.537,-13.92,-130.41,9.43
233225.045597,0.561,0.741,0.569,0.7,-142.92,5.71
233225.059099,0.578,0.755,0.451,25.45,-154.12,1.62
233225.065968,0.599,0.749,0.248,45.05,-160.37,-1.98
233225.075331,0.683,0.703,0.11,53.16,-159.79,-8.03
233225.088257,0.742,0.651,0.022,53.8,-156.38,-16.66
233225.094879,0.737,0.615,0.002,46.08,-153.14,-25.57
233225.104749,0.723,0.644,0.048,32.2,-148.99,-35.07
233225.115618,0.717,0.758,0.137,19.99,-144.87,-43.43
233225.128712,0.729,0.883,0.213,17.67,-142.92,-47.4
233225.135225,0.812,0.932,0.237,30.92,-140.08,-47.09
233225.145084,0.953,0.9,0.211,53.07,-133.0,-45.59
233225.158245,1.06,0.823,0.158,71.38,-124.39,-46.69
233225.165637,1.089,0.746,0.103,80.2,-116.37,-51.06
233225.175108,1.059,0.691,0.073,79.74,-110.42,-55.48
233225.185770,1.006,0.694,0.028,72.36,-105.5,-57.5
233225.199288,0.952,0.741,-0.003,58.05,-99.37,-56.64
233225.204801,0.913,0.794,-0.029,44.47,-90.73,-54.54
233225.215236,0.886,0.86,-0.071,34.79,-79.32,-51.3
233225.225624,0.876,0.914,-0.049,28.78,-66.5,-46.78
233225.239772,0.883,0.933,0.02,35.77,-53.56,-40.86
233225.244887,0.87,0.912,0.063,51.64,-41.51,-33.48
233225.255517,0.865,0.84,0.113,63.75,-30.61,-25.3
233225.265740,0.896,0.732,0.145,72.63,-20.45,-18.8
233225.278920,0.899,0.671,0.117,75.05,-11.02,-14.59
233225.286250,0.889,0.63,0.088,64.7,-3.17,-8.03
233225.294623,0.929,0.624,0.049,49.5,2.01,-1.71
233225.305263,0.922,0.703,0.005,33.36,5.25,-0.82
233225.315618,0.922,0.786,-0.052,18.68,7.32,6.65
233225.328594,0.907,0.85,-0.112,5.89,9.74,17.61
233225.334571,0.892,0.868,-0.104,-4.67,11.2,26.22
233225.344294,0.9,0.836,-0.072,-4.64,10.8,31.53
233225.354769,0.909,0.783,-0.032,1.89,9.74,32.44
233225.365407,0.91,0.76,-0.004,8.82,9.55,30.43
233225.378754,0.913,0.754,0.007,14.01,10.62,30.85
233225.384794,0.932,0.735,0.024,19.5,13.0,33.27
233225.395191,0.953,0.712,0.004,27.77,16.69,35.13
233225.405100,0.996,0.679,-0.035,32.72,22.55,36.44
233225.418694,1.062,0.661,-0.062,31.34,30.98,36.07
233225.424744,1.12,0.651,-0.037,23.87,40.16,35.95
233225.434570,1.153,0.612,0.017,14.92,48.1,36.71
233225.445237,1.172,0.557,0.063,7.97,55.73,37.93
233225.455935,1.196,0.516,0.094,1.19,64.39,40.53
233225.469140,1.246,0.503,0.107,-5.01,74.19,45.17
233225.475248,1.323,0.503,0.134,-7.78,84.96,51.73
233225.484875,1.407,0.499,0.138,-5.31,94.3,58.63
233225.495604,1.482,0.491,0.097,-4.27,102.33,63.84
233225.508735,1.559,0.461,0.063,-8.61,110.69,66.84
233225.514752,1.607,0.419,0.065,-16.54,118.59,66.81
233225.524948,1.625,0.395,0.127,-27.89,125.03,65.22
233225.535559,1.656,0.375,0.235,-40.44,129.15,63.66
233225.548969,1.696,0.352,0.301,-49.01,131.6,62.59
233225.555435,1.747,0.35,0.334,-50.54,133.3,63.66
233225.565538,1.851,0.37,0.335,-41.29,132.69,69.0
233225.578432,1.94,0.391,0.281,-21.55,128.79,75.26
233225.584721,1.967,0.409,0.189,5.46,123.23,77.76
233225.595232,1.951,0.328,0.069,32.35,118.02,70.96
233225.605580,1.941,0.094,-0.031,43.67,112.95,49.17
233225.620797,1.898,-0.192,-0.123,28.9,107.27,12.02
233225.625879,1.862,-0.475,-0.202,-12.12,102.51,-33.17
233225.635722,1.814,-0.703,-0.206,-72.21,96.1,-81.21
233225.649017,1.689,-0.767,-0.121,-136.39,87.44,-125.68
233225.654916,1.475,-0.643,0.02,-191.99,76.78,-157.2
233225.666061,1.216,-0.406,0.189,-227.7,64.64,-176.98
233225.680155,0.915,-0.073,0.34,-227.27,57.16,-195.81
233225.686117,0.622,0.195,0.442,-195.04,52.4,-218.73
233225.696122,0.256,0.314,0.442,-134.46,48.31,-259.07
233225.708310,-0.216,0.212,0.24,-60.91,47.67,-310.43
233225.715130,-0.956,0.011,-0.293,1.19,54.93,-377.91
233225.724675,-2.367,-0.12,-1.23,22.86,89.27,-455.31
233225.735572,-3.779,-0.156,-1.379,-47.61,165.87,-508.56
233225.750445,-3.717,-0.026,-0.363,-201.94,179.08,-525.93
233225.756331,-3.999,0.171,0.962,-373.27,117.47,-531.85
233225.766883,-3.996,0.721,2.555,-550.37,54.99,-513.35
233225.779998,-3.095,1.631,3.027,-674.55,-37.51,-412.12
233225.786646,-1.545,3.281,1.349,-548.57,-129.86,-225.38
233225.797157,-0.348,4.0,-0.147,-131.72,-109.04,21.61
233225.809721,0.47,3.123,0.188,251.56,-112.16,202.12
233225.816228,-0.12,1.281,1.019,468.12,-149.72,177.47
233225.828350,-1.07,0.072,1.389,521.59,-131.35,124.94
233225.834719,-1.304,-0.677,1.409,481.73,-68.18,118.11
233225.845347,-1.103,-0.977,0.878,397.99,-21.85,112.4
233225.858412,-0.917,-0.768,0.511,265.39,17.94,97.78
233225.865043,-0.583,-0.25,0.546,127.08,43.64,110.35
233225.876070,-0.311,0.207,0.634,34.79,43.0,134.53
233225.886181,-0.366,0.455,0.547,-8.76,34.21,148.26
233225.898845,-0.336,0.441,0.446,-29.97,30.55,163.73
233225.905780,-0.216,0.442,0.436,-43.7,18.52,166.72
233225.915485,-0.195,0.669,0.48,-60.12,-2.81,158.21
233225.930002,-0.19,1.031,0.605,-68.27,-24.2,158.54
233225.934752,-0.169,1.299,0.704,-47.82,-41.11,171.21
233225.945333,-0.125,1.325,0.747,-4.03,-52.19,189.58
233225.955593,-0.072,1.101,0.702,34.06,-59.82,203.8
233225.969988,-0.041,0.841,0.624,43.76,-63.3,202.8
233225.976112,-0.062,0.719,0.616,28.81,-64.09,187.48
233225.985334,-0.116,0.719,0.609,10.32,-66.81,170.05
233225.995876,-0.119,0.781,0.565,1.01,-70.62,158.21
233226.009008,-0.005,0.856,0.501,6.04,-74.22,152.26
233226.015690,0.172,0.894,0.415,24.72,-77.43,152.68
233226.025438,0.34,0.838,0.353,45.29,-79.26,157.63
233226.038020,0.451,0.737,0.328,56.52,-78.37,158.88
233226.044223,0.486,0.637,0.355,53.87,-76.78,151.49
233226.054746,0.439,0.559,0.402,41.29,-77.79,135.93
233226.065092,0.386,0.532,0.44,29.21,-81.06,118.93
233226.078522,0.362,0.579,0.445,24.81,-85.67,108.25
233226.084461,0.419,0.63,0.367,30.88,-89.91,111.55
233226.094762,0.559,0.624,0.278,34.06,-85.94,111.21
233226.108167,0.695,0.556,0.186,29.45,-80.78,103.82
233226.114120,0.78,0.444,0.131,19.62,-75.53,89.63
233226.124594,0.815,0.347,0.148,14.47,-73.0,72.42
233226.134973,0.789,0.31,0.193,15.84,-73.12,57.99
233226.148516,0.692,0.476,0.314,20.08,-73.98,50.51
233226.154251,0.738,0.531,0.338,29.66,-72.6,50.08
233226.164958,0.792,0.516,0.305,43.7,-68.85,51.15
233226.175002,0.85,0.444,0.274,58.29,-64.09,47.98
233226.188084,0.906,0.383,0.207,72.45,-59.91,39.74
233226.194399,0.927,0.368,0.12,81.15,-55.91,30.95
233226.204566,0.918,0.388,0.065,87.28,-51.91,24.11
233226.215203,0.881,0.441,0.038,97.11,-49.07,18.86
233226.228248,0.872,0.438,0.046,100.99,-48.4,14.56
233226.234305,0.928,0.343,0.076,92.68,-47.82,5.71
233226.244550,1.003,0.261,0.098,79.84,-45.9,-8.0
233226.255059,1.037,0.24,0.091,63.3,-44.86,-21.36
233226.268248,1.012,0.292,0.061,42.12,-44.65,-31.16
233226.274349,0.95,0.418,0.021,22.22,-43.55,-34.12
233226.284383,0.936,0.51,0.001,9.52,-41.05,-29.21
233226.294867,0.968,0.526,-0.016,11.29,-39.12,-24.78
233226.308159,0.997,0.523,-0.032,24.96,-38.12,-25.03
233226.314621,1.015,0.552,-0.015,40.89,-39.03,-27.31
233226.324109,1.003,0.612,-0.003,53.9,-41.99,-30.61
233226.334841,0.997,0.631,0.054,63.02,-45.59,-34.61
233226.348236,1.007,0.62,0.091,73.27,-49.75,-39.09
233226.354397,0.997,0.584,0.064,78.31,-52.98,-40.74
233226.364120,0.993,0.525,0.028,77.21,-53.41,-39.67
233226.375136,1.012,0.451,-0.016,74.89,-52.06,-37.11
233226.388630,1.052,0.376,-0.044,72.76,-49.93,-34.09
233226.396087,1.119,0.319,-0.077,69.73,-47.06,-29.69
233226.406374,1.191,0.295,-0.123,62.59,-41.87,-23.68
233226.416488,1.254,0.3,-0.121,48.71,-34.18,-17.46
233226.429514,1.307,0.318,-0.092,33.6,-25.57,-12.85
233226.435100,1.352,0.334,-0.072,21.64,-16.51,-9.89
233226.444609,1.38,0.364,-0.057,13.15,-7.02,-6.26
233226.463000,1.421,0.381,-0.026,7.57,4.03,0.95
233226.465596,1.482,0.374,0.039,3.78,14.62,9.83
233226.475571,1.529,0.354,0.099,4.58,22.13,17.21
233226.490179,1.547,0.348,0.122,9.77,27.65,23.1
233226.496403,1.55,0.355,0.09,16.27,33.17,29.66
233226.505930,1.522,0.35,0.016,19.78,39.09,36.13
233226.516017,1.509,0.338,-0.048,16.91,46.05,41.47
233226.529300,1.492,0.303,-0.094,8.7,53.65,45.56
233226.535678,1.499,0.272,-0.109,-4.33,62.26,48.49
233226.545291,1.501,0.25,-0.083,-20.29,69.73,49.65
233226.556391,1.533,0.226,-0.027,-34.67,77.76,50.81
233226.570009,1.565,0.209,0.019,-44.01,84.23,51.94
233226.575497,1.589,0.205,0.05,-46.24,89.3,53.96
233226.586277,1.596,0.211,0.099,-40.16,92.56,55.82
233226.595270,1.571,0.221,0.14,-26.31,93.91,57.37
233226.608542,1.538,0.227,0.157,-7.48,94.27,57.59
233226.616933,1.531,0.221,0.163,15.47,93.97,55.21
233226.624619,1.503,0.196,0.151,38.82,92.2,47.98
233226.635257,1.498,0.14,0.136,56.58,89.18,35.34
233226.650990,1.51,0.053,0.091,65.58,85.02,16.08
233226.656075,1.544,-0.05,0.031,66.35,80.45,-7.6
233226.664372,1.583,-0.166,-0.028,58.29,76.66,-34.0
233226.675258,1.607,-0.282,-0.064,41.38,72.33,-62.2
233226.685653,1.59,-0.377,-0.076,18.8,67.57,-91.98
233226.700212,1.522,-0.44,-0.082,-5.49,62.5,-120.64
233226.706620,1.444,-0.507,-0.043,-28.81,57.92,-147.22
233226.716805,1.356,-0.542,0.036,-43.58,52.89,-175.88
233226.729722,1.205,-0.524,0.133,-50.57,45.05,-204.6
233226.734831,1.007,-0.486,0.282,-54.87,34.85,-236.82
233226.746363,0.781,-0.329,0.361,-51.15,24.57,-271.58
233226.755746,0.481,-0.087,0.222,-33.78,19.2,-300.39
233226.770053,0.019,0.116,-0.051,-7.35,21.85,-328.53
233226.776472,-0.657,0.193,-0.539,27.41,30.76,-365.52
233226.785244,-1.386,0.073,-1.087,50.9,39.19,-415.63
233226.799806,-1.865,0.012,-1.356,22.4,27.41,-468.49
233226.806186,-2.175,0.228,-1.117,-69.73,-8.27,-500.84
233226.816792,-2.548,0.364,-0.385,-245.8,-54.63,-519.61
233226.826906,-2.908,0.146,0.7,-524.52,-71.5,-529.74
233226.839516,-3.197,0.525,2.088,-900.2,-31.53,-477.1
233226.846212,-2.155,2.282,3.276,-1000.03,-16.21,-295.91
233226.856324,-0.619,4.0,1.924,-838.4,16.75,-53.32
233226.869296,0.733,3.971,0.074,-207.04,20.75,145.27
233226.876411,0.075,3.024,0.117,274.0,-87.74,156.32
233226.885780,-0.699,1.655,0.904,546.25,-135.26,155.34
233226.899867,-0.751,0.187,1.399,646.99,-125.03,165.62
233226.905751,-1.017,-0.606,1.328,623.86,-80.57,134.01
233226.917002,-1.197,-0.626,0.735,526.69,-8.7,104.92
233226.929193,-0.936,-0.538,0.293,363.02,69.8,109.1
233226.937029,-0.484,-0.448,0.187,180.58,120.88,118.93
233226.946040,-0.438,-0.162,0.238,15.35,144.47,106.78
233226.959425,-0.442,0.136,0.327,-109.53,147.92,106.14
233226.967904,-0.324,0.387,0.41,-181.74,135.32,119.02
233226.978819,-0.226,0.7,0.593,-217.57,112.95,124.79
233226.985430,-0.311,1.091,0.716,-210.79,85.91,128.33
233226.995507,-0.399,1.295,0.811,-175.15,60.09,140.75
233227.009635,-0.405,1.242,0.842,-123.2,36.26,156.44
233227.016338,-0.395,1.074,0.813,-73.73,14.53,168.52
233227.025276,-0.385,0.936,0.745,-45.9,-3.81,171.97
233227.035569,-0.355,0.896,0.713,-37.54,-17.55,171.58
233227.050227,-0.34,0.923,0.665,-30.67,-29.18,178.26
233227.054914,-0.323,0.911,0.585,-25.94,-40.96,188.09
233227.066108,-0.269,0.849,0.498,-28.63,-54.08,191.84
233227.079921,-0.183,0.771,0.388,-33.36,-67.6,188.21
233227.084942,-0.044,0.678,0.294,-34.85,-80.97,178.59
233227.095103,0.082,0.622,0.243,-35.1,-95.07,164.98
233227.107138,0.185,0.639,0.241,-33.23,-107.03,153.42
233227.119716,0.292,0.662,0.283,-21.64,-115.51,146.21
233227.126314,0.376,0.612,0.299,-2.84,-123.36,139.19
233227.135978,0.411,0.528,0.291,17.3,-130.53,127.29
233227.148940,0.429,0.481,0.289,38.15,-137.03,112.7
233227.154955,0.485,0.465,0.265,57.68,-144.54,99.55
233227.165687,0.621,0.451,0.261,70.5,-150.55,88.08
233227.178927,0.809,0.412,0.268,80.02,-153.23,76.54
233227.185021,0.95,0.343,0.254,88.78,-153.97,64.61
233227.195177,1.009,0.269,0.183,96.93,-152.5,52.83
233227.205881,0.976,0.235,0.075,98.12,-151.04,38.94
233227.218917,0.892,0.266,-0.011,93.2,-150.91,24.17
233227.225313,0.88,0.33,-0.045,91.95,-149.39,12.42
233227.236585,0.973,0.358,-0.043,96.13,-145.6,4.82
233227.250197,1.058,0.352,-0.042,96.26,-141.06,-1.98
233227.255745,1.142,0.356,-0.055,92.32,-132.33,-8.97
233227.266506,1.221,0.367,-0.007,84.63,-119.42,-16.24
233227.275518,1.275,0.366,0.061,76.75,-107.64,-22.8
233227.289985,1.278,0.386,0.087,68.48,-98.45,-27.65
233227.296531,1.247,0.406,0.122,54.2,-91.31,-29.82
233227.304997,1.198,0.422,0.124,41.29,-84.38,-33.3
233227.315700,1.168,0.431,0.138,31.83,-76.88,-37.6
233227.328998,1.162,0.469,0.082,27.77,-67.93,-40.86
233227.335167,1.168,0.557,0.019,22.16,-56.0,-39.92
233227.345071,1.183,0.633,0.013,16.21,-42.48,-35.16
233227.356018,1.175,0.672,0.013,15.14,-28.41,-29.66
233227.368945,1.146,0.651,0.058,14.62,-15.02,-25.42
233227.376239,1.079,0.634,0.131,14.98,-3.63,-23.41
233227.385096,1.002,0.608,0.207,13.37,3.33,-20.48
233227.395421,0.925,0.539,0.25,8.61,7.02,-18.04
233227.406684,0.864,0.492,0.209,0.95,10.47,-17.27
233227.420181,0.833,0.469,0.131,-10.71,15.87,-17.43
233227.426201,0.831,0.48,0.021,-17.12,23.87,-18.28
233227.436300,0.838,0.509,-0.088,-19.99,33.72,-18.65
233227.446822,0.865,0.487,-0.104,-20.29,43.49,-19.32
233227.460051,0.922,0.478,-0.074,-15.59,51.21,-23.41
233227.466122,0.976,0.514,0.014,-13.49,55.09,-29.63
233227.475158,1.017,0.585,0.133,-15.59,53.44,-35.4
233227.485757,1.044,0.672,0.22,-18.46,47.33,-39.83
233227.499109,1.073,0.721,0.257,-17.4,39.89,-41.47
233227.505669,1.11,0.72,0.223,-8.91,32.01,-40.62
233227.515034,1.169,0.668,0.134,3.6,24.99,-36.84
233227.525615,1.244,0.571,0.008,11.51,19.47,-31.1
233227.538935,1.299,0.485,-0.078,8.85,15.9,-25.33
233227.545802,1.318,0.469,-0.11,-1.34,14.83,-19.35
233227.555296,1.313,0.477,-0.061,-15.02,16.27,-10.04
233227.565785,1.299,0.493,0.038,-24.41,18.89,0.18
233227.576891,1.296,0.48,0.132,-27.8,23.22,12.97
233227.590180,1.321,0.445,0.205,-26.89,28.41,30.24
233227.595621,1.355,0.41,0.246,-24.23,32.93,49.01
233227.605202,1.4,0.397,0.261,-19.47,38.33,66.19
233227.615939,1.427,0.397,0.27,-11.93,43.73,81.76
233227.630140,1.445,0.329,0.231,-3.36,48.8,93.81
233227.636520,1.47,0.177,0.176,0.89,55.21,98.18
233227.645239,1.528,0.033,0.151,-1.01,63.88,95.03
233227.655577,1.615,-0.063,0.152,-7.9,73.03,88.9
233227.668631,1.683,-0.119,0.15,-21.0,89.27,74.34
233227.676924,1.737,-0.166,0.178,-25.57,96.26,66.71
233227.685080,1.786,-0.215,0.25,-30.76,100.13,56.46
233227.695810,1.81,-0.258,0.338,-37.63,102.05,47.27
233227.710505,1.873,-0.307,0.404,-47.76,102.02,39.43
233227.717307,1.976,-0.36,0.399,-58.78,100.19,33.39
233227.725365,2.171,-0.4,0.304,-66.62,94.12,26.46
233227.739606,2.145,-0.369,0.235,-68.85,83.1,14.89
233227.745787,2.09,-0.333,0.169,-66.68,72.15,-3.02
233227.755799,1.974,-0.296,0.14,-67.35,60.88,-30.95
233227.766883,1.853,-0.283,0.139,-67.26,47.79,-63.97
233227.776074,1.771,-0.315,0.124,-56.7,35.0,-100.92
233227.790724,1.651,-0.365,0.11,-38.21,22.1,-141.7
233227.796336,1.418,-0.388,0.078,-18.01,7.78,-183.45
233227.806352,1.107,-0.343,0.048,6.62,-1.74,-224.95
233227.816383,0.666,-0.221,0.065,36.99,-6.41,-270.46
233227.830122,0.016,-0.042,0.064,70.93,-2.96,-322.15
233227.835996,-0.934,0.26,-0.133,111.24,12.12,-381.24
233227.846217,-1.844,0.608,-0.405,153.94,33.78,-426.86
233227.859738,-2.066,0.584,-0.814,189.61,17.46,-460.31
233227.866463,-2.716,0.437,-1.275,223.49,-29.63,-524.74
233227.876119,-3.837,0.651,-0.897,170.57,-78.31,-604.24
233227.890582,-4.0,0.718,0.355,-26.18,-135.26,-648.0
233227.896256,-3.99,0.469,1.442,-346.42,-182.29,-632.8
233227.907806,-3.355,0.932,1.567,-673.7,-194.16,-518.42
233227.920111,-1.746,3.327,0.519,-620.93,-176.85,-316.05
233227.927539,-0.329,4.0,-1.066,-184.51,-105.5,0.92
233227.936236,0.502,3.39,-0.045,163.52,-49.47,258.52
233227.949106,-0.272,1.193,1.006,368.57,-24.81,254.01
233227.955877,-1.121,-0.206,0.95,434.8,39.8,220.5
233227.965754,-1.074,-0.557,0.648,370.46,116.28,217.81
233227.980151,-1.161,-0.301,0.284,242.59,161.57,185.58
233227.985073,-1.008,-0.127,0.152,89.36,191.99,182.04
233227.996160,-0.546,0.019,0.204,-40.83,204.5,191.38
233228.009979,-0.427,0.212,0.319,-138.83,197.76,199.84
233228.015402,-0.478,0.409,0.553,-210.36,178.35,205.36
233228.028973,-0.334,0.629,0.765,-241.49,148.63,209.39
233228.035001,-0.166,0.892,0.785,-216.96,114.81,210.76
233228.046522,-0.104,1.11,0.709,-158.73,85.45,212.29
233228.060170,-0.139,1.236,0.662,-92.53,63.91,213.6
233228.067381,-0.111,1.126,0.61,-31.59,49.78,219.61
233228.075297,-0.031,0.898,0.579,5.25,37.97,219.52
233228.085546,-0.026,0.763,0.607,17.4,28.44,208.08
233228.099803,-0.057,0.742,0.68,14.04,19.84,195.29
233228.106095,-0.026,0.777,0.727,4.88,9.49,186.04
233228.115195,0.025,0.791,0.722,0.55,-2.72,179.75
233228.125618,0.081,0.754,0.662,1.37,-15.41,175.66
233228.138795,0.171,0.65,0.588,-1.68,-25.64,172.28
233228.145178,0.246,0.561,0.495,-8.15,-32.81,167.88
233228.156058,0.289,0.565,0.472,-17.24,-37.6,163.73
233228.166198,0.316,0.631,0.495,-24.66,-41.84,160.31
233228.180430,0.326,0.698,0.541,-27.74,-47.73,157.78
233228.185591,0.351,0.714,0.608,-23.53,-56.7,155.22
233228.195452,0.419,0.697,0.613,-8.73,-67.02,150.7
233228.208852,0.498,0.673,0.542,8.45,-75.2,145.57
233228.215450,0.613,0.596,0.459,20.48,-78.46,139.38
233228.225673,0.721,0.502,0.34,31.56,-75.41,128.39
233228.236802,0.747,0.442,0.269,34.03,-69.22,114.84
233228.250836,0.737,0.398,0.272,29.97,-63.81,99.43
233228.256195,0.716,0.378,0.314,29.15,-62.11,82.77
233228.265781,0.684,0.402,0.329,37.35,-63.23,69.31
233228.275846,0.681,0.449,0.304,48.16,-66.32,62.44
233228.289870,0.729,0.445,0.318,44.92,-73.34,57.13
233228.295817,0.793,0.431,0.289,35.83,-81.76,46.36
233228.305103,0.832,0.484,0.243,26.67,-88.69,32.75
233228.316098,0.87,0.548,0.207,19.78,-94.49,19.99
233228.329013,0.91,0.543,0.146,21.45,-100.16,6.93
233228.335505,0.948,0.477,0.093,32.47,-104.31,-6.13
233228.345223,1.019,0.443,0.064,55.15,-105.93,-18.28
233228.355879,1.076,0.395,0.087,82.77,-109.01,-25.88
233228.369584,1.149,0.33,0.1,104.65,-114.38,-30.76
233228.375448,1.21,0.308,0.136,110.14,-120.21,-35.92
233228.385684,1.276,0.242,0.245,102.66,-128.06,-41.78
233228.400249,1.327,0.123,0.305,95.1,-139.07,-52.06
233228.406538,1.376,0.019,0.315,87.74,-147.62,-61.68
233228.415459,1.474,-0.052,0.262,83.62,-152.87,-63.72
233228.428628,1.581,-0.158,0.138,74.31,-157.41,-60.03
233228.435082,1.676,-0.276,-0.044,58.44,-152.68,-55.6
233228.445142,1.81,-0.335,-0.093,33.81,-134.98,-48.86
233228.455594,1.938,-0.326,-0.059,12.21,-112.61,-38.15
233228.470124,2.001,-0.33,-0.028,-5.4,-85.79,-24.05
233228.475385,1.994,-0.31,0.073,-24.2,-54.78,-9.86
233228.484890,1.907,-0.278,0.129,-35.19,-27.04,1.68
233228.495186,1.763,-0.177,0.069,-37.14,-4.55,9.09
233228.509206,1.67,-0.041,0.03,-35.83,14.04,19.78
233228.516320,1.635,0.061,0.031,-27.38,27.04,32.87
233228.525985,1.625,0.112,0.011,-10.68,37.14,44.25
233228.535326,1.622,0.113,-0.014,6.9,48.43,53.22
233228.545851,1.677,0.054,0.014,22.46,61.62,60.0
233228.559138,1.737,-0.023,0.04,38.97,70.41,57.22
233228.565570,1.768,-0.122,0.065,53.74,77.49,48.83
233228.575388,1.8,-0.229,0.107,63.51,85.73,43.21
233228.585904,1.865,-0.304,0.157,61.83,91.92,37.97
233228.598880,1.916,-0.356,0.218,46.36,93.26,29.94
233228.604717,1.943,-0.401,0.218,19.71,89.42,19.96
233228.615518,1.942,-0.424,0.166,-13.34,84.41,7.05
233228.626434,1.93,-0.438,0.101,-46.85,78.83,-8.3
233228.638845,1.88,-0.405,0.02,-76.11,70.83,-29.15
233228.644497,1.782,-0.325,-0.033,-100.53,62.81,-54.05
233228.655065,1.638,-0.241,-0.071,-120.61,56.09,-79.65
233228.668234,1.485,-0.188,-0.084,-134.77,53.22,-106.36
233228.674334,1.294,-0.154,-0.065,-141.7,52.8,-137.03
233228.684944,1.088,-0.116,-0.013,-142.4,52.89,-172.06
233228.698953,0.848,-0.077,0.042,-135.62,52.83,-211.28
233228.704213,0.539,-0.032,0.051,-121.86,52.95,-253.46
233228.715350,0.142,0.05,0.048,-104.31,56.12,-296.24
233228.727005,-0.31,0.217,0.063,-79.47,62.87,-337.66
233228.739198,-0.823,0.443,0.054,-39.74,68.09,-376.02
233228.746463,-1.19,0.573,-0.033,12.97,65.25,-406.93
233228.756812,-1.317,0.508,-0.208,64.55,50.33,-430.4
233228.769296,-1.596,0.374,-0.382,98.3,28.84,-454.15
233228.775240,-2.076,0.376,-0.397,96.35,3.27,-483.72
233228.786686,-2.585,0.559,-0.229,42.85,-29.42,-507.8
233228.797099,-2.79,0.761,0.266,-75.72,-65.46,-510.15
233228.809278,-2.836,0.905,1.076,-261.24,-97.54,-485.21
233228.816868,-2.605,1.145,1.678,-483.6,-123.42,-426.95
233228.828332,-1.973,1.691,1.405,-565.57,-132.08,-330.67
233228.834965,-1.184,2.572,0.136,-354.69,-93.91,-201.21
233228.846209,-0.146,2.668,-0.39,-72.42,-69.19,-39.61
233228.856588,0.447,2.154,-0.203,163.79,-78.52,74.89
233228.869487,0.211,1.676,0.247,318.52,-69.52,123.11
233228.876370,-0.26,1.015,0.711,383.28,-44.53,134.04
233228.886841,-0.629,0.507,0.872,375.71,-19.5,128.57
233228.901137,-1.016,0.366,0.751,314.74,18.16,124.85
233228.905479,-1.405,0.33,0.52,229.41,61.53,127.93
233228.918803,-1.543,0.292,0.404,136.42,106.97,147.19
233228.929390,-1.291,0.358,0.387,46.63,139.41,184.64
233228.935534,-0.896,0.514,0.353,-25.76,152.23,219.89
233228.945590,-0.606,0.677,0.288,-60.73,152.35,242.23
233228.958951,-0.478,0.852,0.218,-60.34,137.82,253.52
233228.967693,-0.398,1.023,0.194,-45.2,113.32,259.53
233228.975484,-0.263,1.147,0.241,-30.27,83.68,261.42
233228.990086,-0.066,1.247,0.298,-14.31,53.77,256.81
233228.996319,0.116,1.205,0.349,4.27,25.88,246.44
233229.006775,0.322,0.998,0.333,23.16,3.05,232.28
233229.016165,0.478,0.803,0.26,31.53,-12.45,208.87
233229.030232,0.531,0.693,0.2,25.88,-23.74,181.77
233229.035199,0.556,0.695,0.196,14.59,-31.53,153.63
233229.046587,0.559,0.761,0.208,9.16,-38.64,125.77
233229.059531,0.576,0.8,0.171,11.93,-43.98,106.75
233229.066372,0.624,0.779,0.143,16.97,-43.61,98.7
233229.075208,0.685,0.686,0.133,21.88,-39.83,96.1
233229.085391,0.715,0.597,0.104,26.31,-33.78,92.68
233229.099127,0.699,0.564,0.077,27.19,-26.22,87.74
233229.105274,0.665,0.562,0.112,23.5,-20.72,80.32
233229.115136,0.632,0.559,0.193,18.46,-21.27,68.3
233229.125354,0.638,0.544,0.304,16.24,-25.94,54.26
233229.138657,0.737,0.538,0.336,22.52,-30.58,42.05
233229.144661,0.865,0.547,0.287,31.5,-32.14,35.52
233229.154729,0.936,0.531,0.217,36.99,-31.95,33.85
233229.165487,0.969,0.489,0.13,37.69,-30.92,30.82
233229.179949,0.971,0.513,-0.026,35.62,-27.59,24.96
233229.184717,0.936,0.58,-0.122,27.44,-22.37,21.82
233229.196359,0.938,0.603,-0.069,24.23,-19.44,18.8
233229.205391,0.979,0.606,-0.01,38.7,-21.0,13.09
233229.216691,1.032,0.56,0.056,53.41,-26.12,7.45
233229.230230,1.061,0.481,0.122,61.8,-32.99,-2.75
233229.235667,1.038,0.459,0.13,70.35,-38.82,-15.11
233229.246564,0.987,0.483,0.087,77.73,-42.05,-23.26
233229.255714,0.945,0.521,0.009,77.06,-40.01,-20.75
233229.269206,0.914,0.572,-0.091,70.8,-36.99,-18.52
233229.275729,0.913,0.576,-0.158,57.53,-33.97,-22.06
